
Specimen,submitter_primary_diagnosis_id,Required,Indicate the primary diagnosis event in the clinical timeline that this specimen acquisition was related to,Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
LAML_PO, 00445, THY_099-tumour","mCODE 
STU 1",Primary Cancer Condition,Condition.identifier,
Specimen,specimen_tissue_source,Required,Tissue source of the biospecimen.,Text,"Amniotic fluid        
Bile Fluid        
Whole blood        
Blood arterial        
Cord blood        
Blood venous        
Bone        
Serum, Convalescent        
Cerebral spinal fluid        
Cervical Mucus        
Duodenal fluid        
Blood, Fetal        
Fluid, Abdomen        
Genital vaginal        
Fluid, Hydrocele        
Fluid, Joint        
Fluid, Kidney        
Fluid, Lumbar Sac        
Marrow        
Pancreatic fluid        
Fluid, Pericardial        
Placenta        
Pleural fluid (thoracentesis fluid)        
Saliva        
Skin        
Seminal fluid        
Fluid, synovial (Joint fluid)        
Sputum        
Tissue        
Vitreous Fluid        
Wound","mCODE 
STU 1",Genetic Specimen,"Specimen.type
mCODE Value Set:Genetic Specimen Type Value Set",
Specimen,tumour_normal_designation,Required,Description of specimen's tumour/normal status for data processing.,Text,"Normal
Tumour",ICGC ARGO,,tumour_normal_designation,
Specimen,specimen_type,Required,Description of the kind of specimen that was collected with respect to tumour/normal tissue origin.,Text,"Cell line - derived from normal
Cell line - derived from primary tumour
Cell line - derived from metastatic tumour
Cell line - derived from xenograft tumour
Metastatic tumour - additional metastatic
Metastatic tumour - metastasis local to lymph node
Metastatic tumour - metastasis to distant location
Metastatic tumour
Normal - tissue adjacent to primary tumour
Normal
Primary tumour - additional new primary
Primary tumour - adjacent to normal
Primary tumour
Recurrent tumour
Xenograft - derived from primary tumour
Xenograft - derived from metastatic tumour
Xenograft - derived from tumour cell line",ICGC ARGO,,specimen_type,
Specimen,sample_type,Required,"Description of the type of molecular sample used for testing.
",Text,"Amplified DNA
ctDNA
Other DNA enrichments
Other RNA fractions
polyA+ RNA
Protein
rRNA-depleted RNA
Total DNA
Total RNA",ICGC ARGO,,sample_type,
Specimen,pathological_tumour_staging_system,"Conditional
This field is only required if the specimen is a tumour, and if clinical staging was not submitted. ",Specify the tumour staging system used to assess the cancer at the time the tumour specimen was resected. Pathological classification is based on the clinical stage information (acquired before treatment) and supplemented/modified by operative findings and pathological evaluation of the resected specimen.,Text,"AJCC 8th edition
AJCC 7th edition
AJCC 6th edition
Ann Arbor staging system
Binet staging system
Durie-Salmon staging system
FIGO staging system
Lugano staging system
Rai staging system
Revised International staging system (RISS)
SEER staging system
St Jude staging system",ICGC ARGO,,pathological_tumour_staging_system,Either the clinical or pathological staging must be submitted.
Specimen,pathological_t_category,"Conditional
This field is required only if the selected pathological_tumour_staging_system is any edition of the AJCC cancer staging system","The code to represent the stage of cancer defined by the size or contiguous extension of the primary tumour (T), according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.",Text,Click for drop-down list of AJCC T category values,"mCODE 
STU 1",TNM Pathological Primary Tumor Category,"Observation.value[x]:valueCodeableConcept
AJCC values from TNM Primary Tumor Category Value Set
",
Specimen,pathological_n_category,"Conditional
This field is required only if the selected pathological_tumour_staging_system is any edition of the AJCC cancer staging system","The code to represent the stage of cancer defined by whether or not the cancer has reached nearby lymph nodes (N), according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.",Text,Click for drop-down list of AJCC N category values,"mCODE 
STU 1",TNM Pathological Regional Nodes Category,"Observation.value[x]:valueCodeableConcept
AJCC values from TNM Regional Nodes Category Value Set",
Specimen,pathological_m_category,"Conditional
This field is required only if the selected pathological_tumour_staging_system is any edition of the AJCC cancer staging system","The code to represent the stage of cancer defined by whether there are distant metastases (M), meaning spread of cancer to other parts of the body, according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.",Text,Click for drop-down list of AJCC M category values,"mCODE 
STU 1",TNM Pathological Distant Metastases Category,"Observation.value[x]:valueCodeableConcept
AJCC values from TNM Distant Metastases Category Value Set",
Specimen,pathological_stage_group,"Conditional
This field is only required if the specimen is a tumour, and if clinical staging was not submitted. ","Specify the tumour stage, based on pathological_tumour_staging_system, used to assess the cancer at the time the tumour specimen was resected.",Text,Click for drop-down list of pathological stage groups,ICGC ARGO,,pathological_stage_group,"mCODE's TNM Stage Group Value Set only contains TNM stage groups, so for this reason the ARGO controlled terminology is suggested since it contains stage groups from non-TNM staging systems as well.

This field is dependent on the selected pathological_tumour_staging_system. Please refer to the documentation for Tumour Staging Classifications: http://docs.icgc-argo.org/docs/submission/dictionary-overview#tumour-staging-classifications. "
Specimen,specimen_collection_date,Required,"Indicate the date when the specimen was collected from donor.
",Text,Format YYYY-MM,"mCODE 
STU 1",Genetic Specimen,Specimen.collection.collected.dateTime,"This field is required in order to calculate the required ARGO ""specimen_acquisition_interval"" field which is recorded in days.
([specimen_collection_date] - [primary_diagnosis_date])"
Specimen,specimen_storage,Required,Indicate the method of specimen storage for specimen that were not extracted freshly or immediately cultured.,Text,"Cut slide
Frozen in -70 freezer
Frozen in liquid nitrogen
Frozen in vapour phase
Not Applicable
Other
Paraffin block
RNA later frozen
Unknown",ICGC ARGO,,specimen_storage,
Specimen,tumour_histological_type,"Conditional
This field is only required if the specimen is a tumour.","The code to represent the histology (morphology) of neoplasms that is usually obtained from a pathology report, according to the International Classification of Diseases for Oncology, 3rd Edition (WHO ICD-O-3). Refer to the ICD-O-3 manual for guidelines at https://apps.who.int/iris/handle/10665/42344.",Text,"ICD-O-3 morphology codes

Values must meet the regular expression
^[8,9]{1}[0-9]{3}/[0,1,2,3,6,9]{1}[1-9]{0,1}$

Examples:
8260/3, 9691/36","mCODE 
STU 1","Primary Cancer Condition 
or
Secondary Cancer Condition","Condition.extension:histologyMorphologyBehavior
ICD-O-3 codes from Histology Morphology Behavior Value Set",
Specimen,specimen_anatomic_location,"Conditional
This field is only required if the specimen is a tumour.",Indicate the ICD-O-3 topography code for the anatomic location of a specimen when it was collected. Refer to the guidelines provided in the ICD-O-3 manual at https://apps.who.int/iris/handle/10665/42344,Text,"ICD-O-3 topography codes

Values must meet the regular expression
^[C][0-9]{2}(.[0-9]{1})?$

Examples:
C50.1, C18","mCODE 
STU 1","Primary Cancer Condition 
or
Secondary Cancer Condition","Condition.bodySite
ICD-O-3 topography codes from CancerBodyLocationVS ValueSet",
Specimen,reference_pathology_confirmed_diagnosis,"Conditional
This field is only required if the specimen is a tumour.",Indicate whether the pathological diagnosis was confirmed by a (central) reference pathologist.,Text,"Yes
No
Not done
Unknown",ICGC ARGO,,reference_pathology_confirmed,
Specimen,reference_pathology_confirmed_tumour_presence,"Conditional
This field is only required if the specimen is a tumour.",Indicate whether the (central) reference pathologist confirmed the presence of tumour in the specimen.,Text,"Yes
No
Not done
Unknown",,,,
Specimen,tumour_grading_system,"Conditional
This field is only required if the specimen is a tumour.",Specify the tumour grading system used to assess the description of a tumour based on how abnormal the tumour cells and the tumour tissue look under a microscope. Tumour grade is an indicator of how quickly a tumour is likely to grow.,Text,"FNCLCC grading system
Four-tier grading system
Gleason grade group system
Grading system for GISTs
Grading system for GNETs
ISUP grading system
Nuclear grading system for DCIS
Scarff-Bloom-Richardson grading system
Three-tier grading system
Two-tier grading system
WHO grading system for CNS tumours",ICGC ARGO,,tumour_grading_system,
Specimen,tumour_grade,"Conditional
This field depends on the selected tumour_grading_system, and is only required if the specimen is a tumour. ",Grade of the tumour as assigned by the reporting tumour_grading_system.,Text,"Low grade
High grade
GX
G1
G2
G3
G4
Low
High
Grade I
Grade II
Grade III
Grade IV
Grade Group 1
Grade Group 2
Grade Group 3
Grade Group 4
Grade Group 5",ICGC ARGO,,tumour_grade,Please refer to the documentation for Tumour Grading Classifications: http://docs.icgc-argo.org/docs/submission/dictionary-overview#tumour-grading-classifications
Specimen,percent_tumour_cells_range,"Conditional
This field is only required if the specimen is a tumour.",Select the range representing the percent of tumour cells compared to the number of total cells in a specimen. (Reference: NCIt: C159484),Text,"0-19%
20-50%
51-100%",ICGC ARGO,,percent_tumour_cells,
Specimen,percent_tumour_cells_measurement_method,"Conditional
This field is only required if the specimen is a tumour.",Indicate method used to measure percent_tumour_cells.,Text,"Genomics
Image analysis
Pathology estimate by percent nuclei
Unknown
",,,,
Treatment,program_id,Required,Unique identifier of the program.,Text,,ICGC ARGO,,program_id,
Treatment,submitter_donor_id,Required,"Unique identifier for the donor, assigned by the data provider. ",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Patient,Patient.Identifier,
Treatment,submitter_treatment_id,Required,"Unique identifier of the treatment, assigned by the data provider.
",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1","CancerRelatedRadiationProcedure
or
CancerRelatedMedicationStatement
or
CancerRelatedSurgicalStatement",Procedure.identifier,
Treatment,submitter_primary_diagnosis_id,Required,Indicate the primary diagnosis event in the clinical timeline that this specimen acquisition was related to,Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1","Primary Cancer Condition
or
Secondary Cancer Condition",Condition.identifier,
Treatment,treatment_type,Required,"Indicate the type of treatment regimen that the donor completed.
",Text,"Ablation
Bone marrow transplant
Chemotherapy
Endoscopic therapy
Hormonal therapy
Immunotherapy
No treatment
Other targeting molecular therapy
Photodynamic therapy
Radiation therapy
Stem cell transplant
Surgery",ICGC ARGO,,treatment_type,"Depending on the treatment_type(s) selected, additional treatment details may be required to be submitted. For example, if treatment_type includes 'Chemotherapy', the supplemental Chemotherapy treatment type file is required. To include multiple values, separate values with a pipe delimiter '|' within your file."
Treatment,is_primary_treatment,Required,Indicate if the treatment was the primary treatment following the initial diagnosis.,Text,"Yes
No
Unknown",ICGC ARGO,,is_primary_treatment,
Treatment,treatment_start_date,Required,Indicate the date treatment was initiated.,Integer,Format YYYY-MM,"mCODE 
STU 1","If treatment_type = 'Radiation therapy' or 'Surgery':
CancerRelatedRadiationProcedure
or
CancerRelatedSurgicalStatement
Otherwise extend mCODE to use Procedure Profile


","
Procedure.performed.Period.start.dateTime (Radiation)
or
Procedure.performed.Period.start.dateTime (Surgery)
or
Procedure.performed.Period.start.dateTime (for all other treatment_types)","This field is required in order to calculate the ARGO required ""treatment_start_interval"" field which is recorded in days (ie. [treatment_start_date] - [date_of_diagnosis])"
Treatment,treatment_end_date,Required,Indicate the date treatment ended.,,Format YYYY-MM,"mCODE 
STU 1","If treatment_type = 'Radiation therapy' or 'Surgery':
CancerRelatedRadiationProcedure
or
CancerRelatedSurgicalStatement
Otherwise extend mCODE to use Procedure Profile


","
Procedure.performed.Period.end.dateTime (Radiation)
or
Procedure.performed.Period.end.dateTime (Surgery)
or
Procedure.performed.Period.end.dateTime (for all other treatment_types)","This field is required in order to calculate the ARGO required ""treatment_duration"" field which is recorded in days (ie. [treatment_end_date] - [treatment_start_date])"
Treatment,treatment_setting,Required,"Indicate the treatment setting, which describes the treatment's purpose in relation to the primary treatment. (Reference: CDISC [NCIt code: C124308])",Text,"Adjuvant
Advanced/Metastatic
Neoadjuvant
Not applicable",ICGC ARGO,,treatment_setting,
Treatment,treatment_intent,Required,Indicate the intended disease outcome for which the treatment is given. (Reference: CDISC [NCIt code: C124307]),Text,"Curative
Palliative","mCODE 
STU 1","CancerRelatedRadiationProcedure
or
CancerRelatedMedicationStatement
or
CancerRelatedSurgicalStatement","extension:treatmentIntent
mCODE Value Set: TreatmentIntentVS",
Treatment,days_per_cycle,Optional,Indicate the number of days in a treatment cycle.,Integer,,ICGC ARGO,,days_per_cycle,
Treatment,number_of_cycles,Optional,Indicate the number of treatment cycles.,Integer,,ICGC ARGO,,number_of_cycles,
Treatment,response_to_treatment_criteria_method,Required,Indicate the criteria used to assess the donor's overall response to the applied treatment regimen. ,Text,Click for drop-down list of criteria methods,,,,
Treatment, response_to_treatment,Required,"Indicate the donor's response to the applied treatment regimen as assigned by the reporting response_to_treatment_criteria_method.
",Text,Click for drop-down list of response criteria terms,ICGC ARGO,, response_to_treatment,
Chemotherapy,program_id,Required,Unique identifier of the program.,Text,,ICGC ARGO,,program_id,
Chemotherapy,submitter_donor_id,Required,"Unique identifier for the donor, assigned by the data provider. ",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Patient,Patient.Identifier,
Chemotherapy,submitter_treatment_id,"The Chemotherapy file is only required if ""Chemotherapy"" is selected in ""treatment_type"" field","Unique identifier of the treatment, assigned by the data provider.
",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}","mCODE 
STU 1",Cancer Related Medication Statement,MedicationStatement.identifier ,
Chemotherapy,drug_name,Required,"Name of agent or drug administered to patient as part of the treatment regimen.
",Text,"This field uses standardized vocabulary from the RxNorm database (https://www.nlm.nih.gov/research/umls/rxnorm), provided by the NIH. ",ICGC ARGO,,drug_name,"You can search for RX Norm values through the web interface (https://mor.nlm.nih.gov/RxNav/) or API (https://lhncbc.nlm.nih.gov/RxNav/APIs/RxNormAPIs.html). 
For example, to find the rxnormcui based on drug name, you can use: https://rxnav.nlm.nih.gov/REST/rxcui.json?name=leucovorin or https://mor.nlm.nih.gov/RxNav/search?searchBy=String&searchTerm=leucovorin"
Chemotherapy,drug_rxnormcui,Required,The unique RxNormID assigned to the treatment regimen drug.,Text,"

RxNorm CUI","mCODE 
STU 1",Cancer Related Medication Statement,"MedicationStatement.medication[x]:medicationCodeableConcept
RxNorm CUIs from US Core Medication Codes Value Set
",This field is required in order to validate required ARGO 'drug_name' field
Chemotherapy,chemotherapy_dosage_units,Required,"Indicate units used to record chemotherapy drug dosage.
",Text,"mg/m2
IU/m2
ug/m2
g/m2
mg/kg",ICGC ARGO,,chemotherapy_dosage_units,
Chemotherapy,cumulative_drug_dosage_prescribed,Optional,Indicate the total drug dose the donor was prescibed in the same units specified in the 'chemotherapy_dosage_units' field.,Number,,ICGC ARGO,,cumulative_drug_dosage,
Chemotherapy,cumulative_drug_dosage_actual,Optional,"Indicate the actual total drug dose the donor received, in the same units specified in the 'chemotherapy_dosage_units' field.",Number,,ICGC ARGO,,cumulative_drug_dosage,
Hormone Therapy,program_id,Required,Unique identifier of the program.,Text,,ICGC ARGO,,program_id,
Hormone Therapy,submitter_donor_id,"The Hormone Therapy file is only required if ""Hormonal Therapy"" is selected in ""treatment_type"" field","Unique identifier for the donor, assigned by the data provider. ",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Patient,Patient.Identifier,
Hormone Therapy,submitter_treatment_id,Required,"Unique identifier of the treatment, assigned by the data provider.
",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Related Medication Statement,MedicationStatement.identifier ,
Hormone Therapy,drug_name,Required,"Name of agent or drug administered to patient as part of the treatment regimen.
",Text,"This field uses standardized vocabulary from the RxNorm database (https://www.nlm.nih.gov/research/umls/rxnorm), provided by the NIH. ",ICGC ARGO,,drug_name,"You can search for RX Norm values through the web interface (https://mor.nlm.nih.gov/RxNav/) or API (https://lhncbc.nlm.nih.gov/RxNav/APIs/RxNormAPIs.html). 
For example, to find the rxnormcui based on drug name, you can use: https://rxnav.nlm.nih.gov/REST/rxcui.json?name=leucovorin or https://mor.nlm.nih.gov/RxNav/search?searchBy=String&searchTerm=leucovorin"
Hormone Therapy,drug_rxnormcui,Required,The unique RxNormID assigned to the treatment regimen drug.,Text,"

RxNorm CUI","mCODE 
STU 1",Cancer Related Medication Statement,"MedicationStatement.medication[x]:medicationCodeableConcept
RxNorm CUIs from US Core Medication Codes Value Set
",This field is required in order to validate required ARGO 'drug_name' field
Hormone Therapy,hormone_drug_dosage_units,Required,"Indicate the units used to record hormone drug dosage.
",Text,"mg/m2
IU/m2
ug/m2
g/m2
mg/kg",ICGC ARGO,,hormone_drug_dosage_units,
Hormone Therapy,cumulative_drug_dosage_prescribed,Optional,Indicate the total drug dose the donor was prescibed in the same units specified in the 'hormone_drug_dosage_units' field.,Number,,ICGC ARGO,,cumulative_drug_dosage,
Hormone Therapy,cumulative_drug_dosage_actual,Optional,"Indicate the actual total drug dose the donor received, in the same units specified in the 'hormone_drug_dosage_units' field.",Number,,ICGC ARGO,,cumulative_drug_dosage,
Radiation,program_id,Required,Unique identifier of the program.,Text,,ICGC ARGO,,program_id,
Radiation,submitter_donor_id,"The Radiation file is only required if ""Radiation therapy"" is selected in ""treatment_type"" field","Unique identifier for the donor, assigned by the data provider. ",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Patient,Patient.Identifier,
Radiation,submitter_treatment_id,Required,"Unique identifier of the treatment, assigned by the data provider.
",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Related Radiation Procedure,Procedure.identifier,
Radiation,radiation_therapy_modality,Required,"Indicate the method of radiation treatment or modality.
",Text,"Megavoltage radiation therapy using photons (procedure)        
Teleradiotherapy using electrons (procedure)        
Teleradiotherapy protons (procedure)        
Teleradiotherapy neutrons (procedure)        
Brachytherapy (procedure)
Other","mCODE 
STU 1",Cancer Related Radiation Procedure,"Procedure.code
mCODE Value Set: Radiation Procedure Value Set",
Radiation,radiation_therapy_type,Required,"Indicate type of radiation therapy administered.
",Text,"External
Internal",ICGC ARGO,,radiation_therapy_type,
Radiation,radiation_therapy_fractions,Required,"Indicate the total number of fractions delivered as part of treatment.
",Integer,,"mCODE 
STU 1",Cancer Related Radiation Procedure,RadiationFractionsDelivered,
Radiation,radiation_therapy_dosage,Required,Indicate the total dose given in units of Gray (Gy).,Integer,,"mCODE 
STU 1",Cancer Related Radiation Procedure,TotalRadiationDoseDelivered,
Radiation,anatomical_site_irradiated ,Required,Indicate localization site where radiation therapy was administered.,Text,Value from Radiation Target Body Site Value Set,"mCODE 
STU 1",Cancer Related Radiation Procedure,"Procedure.bodySite
Radiation Target Body Site Value Set",
Radiation,radiation_boost,Optional,"A radiation boost is an extra radiation treatment targeted at the tumor bed, given after the regular sessions of radiation is complete (Reference NCIt: C137812). Indicate if this radiation treatment was a radiation boost.",Text,"Yes
No",,,,
Radiation,reference_radiation_treatment_id,"Required/Conditional
Only required if 
'radiation_boost' = 'Yes'","If a radiation boost was given, indicate the 'submitter_treatment_id' of the primary radiation treatment the radiation boost treatment is linked to.",Text,,,,,
Immunotherapy,program_id,Required,Unique identifier of the program.,Text,,ICGC ARGO,,program_id,
Immunotherapy,submitter_donor_id,"The Hormone Therapy file is only required if ""Hormonal Therapy"" is selected in ""treatment_type"" field","Unique identifier for the donor, assigned by the data provider. ",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Patient,Patient.Identifier,
Immunotherapy,submitter_treatment_id,Required,"Unique identifier of the treatment, assigned by the data provider.
",Text,"Values must meet the regular expression
^[A-Za-z0-9\-\._]{1,64}

Examples:
90234, BLD_donor_89, AML-90","mCODE 
STU 1",Cancer Related Medication Statement,MedicationStatement.identifier ,
